"","playerID","yearID","teamID.x","lgID.x","AB","H","HR","RBI","BB","SO","nameFirst","nameLast","nameGiven","salary","HperAB","HRperH","recordID","count","playerCount","fullName"
"370","ariasal01",1993,"FLO","NL",249,67,2,20,27,18,"Alex","Arias","Alejandro",123000,0.269076305220884,0.0298507462686567,428,1,9,"Alex Arias"
"371","ariasal01",1994,"FLO","NL",113,27,0,15,9,19,"Alex","Arias","Alejandro",155000,0.238938053097345,0,429,1,9,"Alex Arias"
"372","ariasal01",1995,"FLO","NL",216,58,3,26,22,20,"Alex","Arias","Alejandro",2e+05,0.268518518518519,0.0517241379310345,430,1,9,"Alex Arias"
"373","ariasal01",1996,"FLO","NL",224,62,3,26,17,28,"Alex","Arias","Alejandro",412500,0.276785714285714,0.0483870967741935,431,1,9,"Alex Arias"
"374","ariasal01",1997,"FLO","NL",93,23,1,11,12,12,"Alex","Arias","Alejandro",450000,0.247311827956989,0.0434782608695652,432,1,9,"Alex Arias"
"375","ariasal01",1998,"PHI","NL",133,39,1,16,13,18,"Alex","Arias","Alejandro",425000,0.293233082706767,0.0256410256410256,433,1,9,"Alex Arias"
"376","ariasal01",1999,"PHI","NL",347,105,4,48,36,31,"Alex","Arias","Alejandro",625000,0.302593659942363,0.0380952380952381,434,1,9,"Alex Arias"
"377","ariasal01",2000,"PHI","NL",155,29,2,15,16,28,"Alex","Arias","Alejandro",550000,0.187096774193548,0.0689655172413793,435,1,9,"Alex Arias"
"378","ariasal01",2001,"SDN","NL",137,31,2,12,17,22,"Alex","Arias","Alejandro",550000,0.226277372262774,0.0645161290322581,436,1,9,"Alex Arias"
"385","armasto01",1985,"BOS","AL",385,102,23,64,18,90,"Tony","Armas","Antonio Rafael",915000,0.264935064935065,0.225490196078431,445,1,5,"Tony Armas"
"386","armasto01",1986,"BOS","AL",425,112,11,58,24,77,"Tony","Armas","Antonio Rafael",1e+06,0.263529411764706,0.0982142857142857,446,1,5,"Tony Armas"
"387","armasto01",1987,"CAL","AL",81,16,3,9,1,11,"Tony","Armas","Antonio Rafael",62500,0.197530864197531,0.1875,447,1,5,"Tony Armas"
"388","armasto01",1988,"CAL","AL",368,100,13,49,22,87,"Tony","Armas","Antonio Rafael",1e+05,0.271739130434783,0.13,448,1,5,"Tony Armas"
"389","armasto01",1989,"CAL","AL",202,52,11,30,7,48,"Tony","Armas","Antonio Rafael",525000,0.257425742574257,0.211538461538462,449,1,5,"Tony Armas"
"390","armasto02",2000,"MON","NL",26,1,0,1,1,12,"Tony","Armas","Antonio Jose",2e+05,0.0384615384615385,0,450,1,7,"Tony Armas"
"391","armasto02",2001,"MON","NL",53,8,0,4,0,17,"Tony","Armas","Antonio Jose",230000,0.150943396226415,0,451,1,7,"Tony Armas"
"392","armasto02",2002,"MON","NL",50,5,0,2,1,16,"Tony","Armas","Antonio Jose",335000,0.1,0,452,1,7,"Tony Armas"
"393","armasto02",2003,"MON","NL",10,2,0,0,0,2,"Tony","Armas","Antonio Jose",2100000,0.2,0,453,1,7,"Tony Armas"
"394","armasto02",2005,"WAS","NL",32,4,0,0,1,13,"Tony","Armas","Antonio Jose",2260000,0.125,0,454,1,7,"Tony Armas"
"395","armasto02",2006,"WAS","NL",50,3,0,1,1,21,"Tony","Armas","Antonio Jose",2100000,0.06,0,455,1,7,"Tony Armas"
"396","armasto02",2007,"PIT","NL",26,3,0,2,0,12,"Tony","Armas","Antonio Jose",3e+06,0.115384615384615,0,456,1,7,"Tony Armas"
"403","arrieja01",2011,"BAL","AL",4,1,0,1,0,1,"Jake","Arrieta","Jacob Joseph",419000,0.25,0,463,1,5,"Jake Arrieta"
"404","arrieja01",2013,"CHN","NL",15,2,0,2,0,10,"Jake","Arrieta","Jacob Joseph",516500,0.133333333333333,0,464,1,5,"Jake Arrieta"
"405","arrieja01",2014,"CHN","NL",39,7,0,3,2,16,"Jake","Arrieta","Jacob Joseph",5e+05,0.179487179487179,0,465,1,5,"Jake Arrieta"
"406","arrieja01",2015,"CHN","NL",79,12,2,2,1,45,"Jake","Arrieta","Jacob Joseph",3630000,0.151898734177215,0.166666666666667,466,1,5,"Jake Arrieta"
"407","arrieja01",2016,"CHN","NL",65,17,2,7,4,28,"Jake","Arrieta","Jacob Joseph",10700000,0.261538461538462,0.117647058823529,467,1,5,"Jake Arrieta"
"409","arroybr01",2001,"PIT","NL",21,1,0,1,1,16,"Bronson","Arroyo","Bronson Anthony",225000,0.0476190476190476,0,469,1,10,"Bronson Arroyo"
"410","arroybr01",2006,"CIN","NL",81,9,2,6,3,31,"Bronson","Arroyo","Bronson Anthony",3e+06,0.111111111111111,0.222222222222222,470,1,10,"Bronson Arroyo"
"411","arroybr01",2007,"CIN","NL",70,10,1,3,2,30,"Bronson","Arroyo","Bronson Anthony",4125000,0.142857142857143,0.1,471,1,10,"Bronson Arroyo"
"412","arroybr01",2008,"CIN","NL",61,12,1,6,4,21,"Bronson","Arroyo","Bronson Anthony",4575000,0.19672131147541,0.0833333333333333,472,1,10,"Bronson Arroyo"
"413","arroybr01",2009,"CIN","NL",62,7,0,0,0,27,"Bronson","Arroyo","Bronson Anthony",10125000,0.112903225806452,0,473,1,10,"Bronson Arroyo"
"414","arroybr01",2010,"CIN","NL",68,10,1,8,2,31,"Bronson","Arroyo","Bronson Anthony",11625000,0.147058823529412,0.1,474,1,10,"Bronson Arroyo"
"415","arroybr01",2011,"CIN","NL",57,6,0,2,1,27,"Bronson","Arroyo","Bronson Anthony",7666666,0.105263157894737,0,475,1,10,"Bronson Arroyo"
"416","arroybr01",2012,"CIN","NL",63,9,1,3,1,28,"Bronson","Arroyo","Bronson Anthony",8166666,0.142857142857143,0.111111111111111,476,1,10,"Bronson Arroyo"
"417","arroybr01",2013,"CIN","NL",59,4,0,0,0,26,"Bronson","Arroyo","Bronson Anthony",16445535,0.0677966101694915,0,477,1,10,"Bronson Arroyo"
"418","arroybr01",2014,"ARI","NL",27,6,0,0,0,12,"Bronson","Arroyo","Bronson Anthony",9500000,0.222222222222222,0,478,1,10,"Bronson Arroyo"
"427","ashbyan01",1992,"PHI","NL",11,1,0,1,0,7,"Andy","Ashby","Andrew Jason",109000,0.0909090909090909,0,487,1,9,"Andy Ashby"
"428","ashbyan01",1994,"SDN","NL",49,8,0,0,1,19,"Andy","Ashby","Andrew Jason",225000,0.163265306122449,0,490,1,9,"Andy Ashby"
"429","ashbyan01",1995,"SDN","NL",49,8,0,3,1,24,"Andy","Ashby","Andrew Jason",755000,0.163265306122449,0,491,1,9,"Andy Ashby"
"430","ashbyan01",1996,"SDN","NL",45,11,0,5,0,13,"Andy","Ashby","Andrew Jason",2e+06,0.244444444444444,0,492,1,9,"Andy Ashby"
"431","ashbyan01",1997,"SDN","NL",60,4,0,1,2,24,"Andy","Ashby","Andrew Jason",3400000,0.0666666666666667,0,493,1,9,"Andy Ashby"
"432","ashbyan01",1998,"SDN","NL",72,8,0,2,2,35,"Andy","Ashby","Andrew Jason",4125000,0.111111111111111,0,494,1,9,"Andy Ashby"
"433","ashbyan01",1999,"SDN","NL",62,8,0,2,3,25,"Andy","Ashby","Andrew Jason",5050000,0.129032258064516,0,495,1,9,"Andy Ashby"
"434","ashbyan01",2001,"LAN","NL",2,1,0,1,1,0,"Andy","Ashby","Andrew Jason",6e+06,0.5,0,498,1,9,"Andy Ashby"
"435","ashbyan01",2002,"LAN","NL",48,6,1,4,2,23,"Andy","Ashby","Andrew Jason",8e+06,0.125,0.166666666666667,499,1,9,"Andy Ashby"
"436","ashlebi01",1993,"LAN","NL",37,9,0,0,2,11,"Billy","Ashley","Billy Manual",124000,0.243243243243243,0,500,1,5,"Billy Ashley"
"437","ashlebi01",1994,"LAN","NL",6,2,0,0,0,2,"Billy","Ashley","Billy Manual",134000,0.333333333333333,0,501,1,5,"Billy Ashley"
"438","ashlebi01",1995,"LAN","NL",215,51,8,27,25,88,"Billy","Ashley","Billy Manual",136000,0.237209302325581,0.156862745098039,502,1,5,"Billy Ashley"
"439","ashlebi01",1996,"LAN","NL",110,22,9,25,21,44,"Billy","Ashley","Billy Manual",195000,0.2,0.409090909090909,503,1,5,"Billy Ashley"
"440","ashlebi01",1997,"LAN","NL",131,32,6,19,8,46,"Billy","Ashley","Billy Manual",275000,0.244274809160305,0.1875,504,1,5,"Billy Ashley"
"444","astacpe01",1993,"LAN","NL",62,10,0,2,0,26,"Pedro","Astacio","Pedro Julio",136000,0.161290322580645,0,508,1,11,"Pedro Astacio"
"445","astacpe01",1994,"LAN","NL",47,3,0,0,0,22,"Pedro","Astacio","Pedro Julio",325000,0.0638297872340425,0,509,1,11,"Pedro Astacio"
"446","astacpe01",1995,"LAN","NL",24,3,0,0,1,9,"Pedro","Astacio","Pedro Julio",425000,0.125,0,510,1,11,"Pedro Astacio"
"447","astacpe01",1996,"LAN","NL",68,6,0,3,1,28,"Pedro","Astacio","Pedro Julio",1100000,0.0882352941176471,0,511,1,11,"Pedro Astacio"
"448","astacpe01",1998,"COL","NL",62,8,0,3,0,21,"Pedro","Astacio","Pedro Julio",3350000,0.129032258064516,0,514,1,11,"Pedro Astacio"
"449","astacpe01",1999,"COL","NL",86,20,0,7,1,24,"Pedro","Astacio","Pedro Julio",6150000,0.232558139534884,0,515,1,11,"Pedro Astacio"
"450","astacpe01",2000,"COL","NL",82,8,0,6,1,25,"Pedro","Astacio","Pedro Julio",6350000,0.0975609756097561,0,516,1,11,"Pedro Astacio"
"451","astacpe01",2002,"NYN","NL",62,10,0,1,0,31,"Pedro","Astacio","Pedro Julio",4e+06,0.161290322580645,0,519,1,11,"Pedro Astacio"
"452","astacpe01",2003,"NYN","NL",11,1,0,0,0,2,"Pedro","Astacio","Pedro Julio",7e+06,0.0909090909090909,0,520,1,11,"Pedro Astacio"
"453","astacpe01",2005,"SDN","NL",16,1,0,1,1,5,"Pedro","Astacio","Pedro Julio",8e+05,0.0625,0,521,1,11,"Pedro Astacio"
"454","astacpe01",2006,"WAS","NL",25,5,0,0,0,8,"Pedro","Astacio","Pedro Julio",750000,0.2,0,522,1,11,"Pedro Astacio"
"455","atkinga01",2005,"COL","NL",519,149,13,89,45,72,"Garrett","Atkins","Garrett Bernard",317000,0.287090558766859,0.087248322147651,523,1,6,"Garrett Atkins"
"456","atkinga01",2006,"COL","NL",602,198,29,120,79,76,"Garrett","Atkins","Garrett Bernard",335000,0.32890365448505,0.146464646464646,524,1,6,"Garrett Atkins"
"457","atkinga01",2007,"COL","NL",605,182,25,111,67,96,"Garrett","Atkins","Garrett Bernard",4e+05,0.300826446280992,0.137362637362637,525,1,6,"Garrett Atkins"
"458","atkinga01",2008,"COL","NL",611,175,21,99,40,100,"Garrett","Atkins","Garrett Bernard",4387500,0.286415711947627,0.12,526,1,6,"Garrett Atkins"
"459","atkinga01",2009,"COL","NL",354,80,9,48,41,58,"Garrett","Atkins","Garrett Bernard",7050000,0.225988700564972,0.1125,527,1,6,"Garrett Atkins"
"460","atkinga01",2010,"BAL","AL",140,30,1,9,12,30,"Garrett","Atkins","Garrett Bernard",4e+06,0.214285714285714,0.0333333333333333,528,1,6,"Garrett Atkins"
"462","aurilri01",1995,"SFN","NL",19,9,2,4,1,2,"Rich","Aurilia","Richard Santo",109000,0.473684210526316,0.222222222222222,530,1,14,"Rich Aurilia"
"463","aurilri01",1996,"SFN","NL",318,76,3,26,25,52,"Rich","Aurilia","Richard Santo",110500,0.238993710691824,0.0394736842105263,531,1,14,"Rich Aurilia"
"464","aurilri01",1997,"SFN","NL",102,28,5,19,8,15,"Rich","Aurilia","Richard Santo",175000,0.274509803921569,0.178571428571429,532,1,14,"Rich Aurilia"
"465","aurilri01",1998,"SFN","NL",413,110,9,49,31,62,"Rich","Aurilia","Richard Santo",265000,0.26634382566586,0.0818181818181818,533,1,14,"Rich Aurilia"
"466","aurilri01",1999,"SFN","NL",558,157,22,80,43,71,"Rich","Aurilia","Richard Santo",950000,0.281362007168459,0.140127388535032,534,1,14,"Rich Aurilia"
"467","aurilri01",2000,"SFN","NL",509,138,20,79,54,90,"Rich","Aurilia","Richard Santo",1550000,0.271119842829077,0.144927536231884,535,1,14,"Rich Aurilia"
"468","aurilri01",2001,"SFN","NL",636,206,37,97,47,83,"Rich","Aurilia","Richard Santo",3250000,0.323899371069182,0.179611650485437,536,1,14,"Rich Aurilia"
"469","aurilri01",2002,"SFN","NL",538,138,15,61,37,90,"Rich","Aurilia","Richard Santo",5250000,0.256505576208178,0.108695652173913,537,1,14,"Rich Aurilia"
"470","aurilri01",2003,"SFN","NL",505,140,13,58,36,82,"Rich","Aurilia","Richard Santo",6250000,0.277227722772277,0.0928571428571429,538,1,14,"Rich Aurilia"
